OBJECTID,Province/Territory,Project name,Total project capacity (MW),Turbine identifier,Turbine number in project,Turbine rated capacity (kW),Rotor diameter (m),Hub height (m),Manufacturer,Model,Commissioning date,Latitude,Longitude,Notes
3609,Ontario,Bow Lake Wind Project,58,32,BOL24,24/36,1620,100,96,GE,GE 1.6-100,2015,47,21813717,-84,49126401,Turbines uprated from 1600 kW
3610,Ontario,Bow Lake Wind Project,58,32,BOL25,25/36,1620,100,96,GE,GE 1.6-100,2015,47,21653226,-84,49811363,Turbines uprated from 1600 kW
3611,Ontario,Bow Lake Wind Project,58,32,BOL26,26/36,1620,100,96,GE,GE 1.6-100,2015,47,21604553,-84,48548764,Turbines uprated from 1600 kW
3612,Ontario,Bow Lake Wind Project,58,32,BOL27,27/36,1620,100,96,GE,GE 1.6-100,2015,47,21415413,-84,49341417,Turbines uprated from 1600 kW
3613,Ontario,Bow Lake Wind Project,58,32,BOL28,28/36,1620,100,96,GE,GE 1.6-100,2015,47,21056723,-84,48980617,Turbines uprated from 1600 kW
3614,Ontario,Bow Lake Wind Project,58,32,BOL29,29/36,1620,100,96,GE,GE 1.6-100,2015,47,19232571,-84,49666725,Turbines uprated from 1600 kW
3615,Ontario,Bow Lake Wind Project,58,32,BOL30,30/36,1620,100,96,GE,GE 1.6-100,2015,47,18595375,-84,51482479,Turbines uprated from 1600 kW
3616,Ontario,Bow Lake Wind Project,58,32,BOL31,31/36,1620,100,96,GE,GE 1.6-100,2015,47,18807244,-84,51118464,Turbines uprated from 1600 kW
3617,Ontario,Bow Lake Wind Project,58,32,BOL32,32/36,1620,100,96,GE,GE 1.6-100,2015,47,19033463,-84,50511881,Turbines uprated from 1600 kW
3618,Ontario,Bow Lake Wind Project,58,32,BOL33,33/36,1620,100,96,GE,GE 1.6-100,2015,47,1813472,-84,50834364,Turbines uprated from 1600 kW
3619,Ontario,Bow Lake Wind Project,58,32,BOL34,34/36,1620,100,96,GE,GE 1.6-100,2015,47,18585072,-84,50489724,Turbines uprated from 1600 kW
3620,Ontario,Bow Lake Wind Project,58,32,BOL35,35/36,1620,100,96,GE,GE 1.6-100,2015,47,1880006,-84,50069385,Turbines uprated from 1600 kW
3621,Ontario,Bow Lake Wind Project,58,32,BOL36,36/36,1620,100,96,GE,GE 1.6-100,2015,47,18207876,-84,50155917,Turbines uprated from 1600 kW
3622,Ontario,Cedar Point,100,CED1,1/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,16815136,-81,94337489,
3623,Ontario,Cedar Point,100,CED2,2/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,16254316,-81,94257384,
3624,Ontario,Cedar Point,100,CED3,3/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,15934338,-81,94888981,
3625,Ontario,Cedar Point,100,CED4,4/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,15357857,-81,94402131,
3626,Ontario,Cedar Point,100,CED5,5/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,15062408,-81,94957337,
3627,Ontario,Cedar Point,100,CED6,6/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,14370143,-81,94857007,
3628,Ontario,Cedar Point,100,CED7,7/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,1293774,-81,94830105,
3629,Ontario,Cedar Point,100,CED8,8/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,12460944,-81,95117677,
3630,Ontario,Cedar Point,100,CED9,9/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,1520242,-81,96939436,
3631,Ontario,Cedar Point,100,CED10,10/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,14669009,-81,96800171,
3632,Ontario,Cedar Point,100,CED11,11/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,11894265,-81,97568833,
3633,Ontario,Cedar Point,100,CED12,12/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,11466996,-81,96912465,
3634,Ontario,Cedar Point,100,CED13,13/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,11117954,-81,97700154,
3635,Ontario,Cedar Point,100,CED14,14/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,10520222,-81,97263455,
3636,Ontario,Cedar Point,100,CED15,15/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,08397735,-81,9764053,
3637,Ontario,Cedar Point,100,CED16,16/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,0869111,-81,96419557,
3638,Ontario,Cedar Point,100,CED17,17/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,1446635,-81,99454793,
3639,Ontario,Cedar Point,100,CED18,18/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,13716072,-81,99307848,
3640,Ontario,Cedar Point,100,CED19,19/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,13198816,-81,99545974,
3641,Ontario,Cedar Point,100,CED20,20/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,12457306,-81,9938751,
3642,Ontario,Cedar Point,100,CED21,21/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,11883487,-82,00193174,
3643,Ontario,Cedar Point,100,CED22,22/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,1313436,-82,03076055,
3644,Ontario,Cedar Point,100,CED23,23/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,1337388,-82,02399581,
3645,Ontario,Cedar Point,100,CED24,24/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,1295913,-82,02182635,
3646,Ontario,Cedar Point,100,CED25,25/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,12476133,-82,02532911,
3647,Ontario,Cedar Point,100,CED26,26/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,11417721,-82,02945406,
3648,Ontario,Cedar Point,100,CED27,27/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,11006029,-82,06400675,
3649,Ontario,Cedar Point,100,CED28,28/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,11156705,-82,05720995,
3650,Ontario,Cedar Point,100,CED29,29/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,10928763,-82,05076775,
3651,Ontario,Cedar Point,100,CED30,30/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,09193552,-82,09604013,
3652,Ontario,Cedar Point,100,CED31,31/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,09377712,-82,07851583,
3653,Ontario,Cedar Point,100,CED32,32/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,09111911,-82,07148356,
3654,Ontario,Cedar Point,100,CED33,33/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,09427675,-82,06280531,
3655,Ontario,Cedar Point,100,CED34,34/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,08270159,-82,05326831,
3656,Ontario,Cedar Point,100,CED35,35/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,06625343,-82,12889248,
3657,Ontario,Cedar Point,100,CED36,36/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,06106438,-82,12505643,
3658,Ontario,Cedar Point,100,CED37,37/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,07145969,-82,10786995,
3659,Ontario,Cedar Point,100,CED38,38/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,07056477,-82,09883669,
3660,Ontario,Cedar Point,100,CED39,39/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,06392111,-82,09460089,
3661,Ontario,Cedar Point,100,CED40,40/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,06009909,-82,07388063,
3662,Ontario,Cedar Point,100,CED41,41/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,06713297,-82,06741049,
3663,Ontario,Cedar Point,100,CED42,42/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,06305441,-82,06455723,
3664,Ontario,Cedar Point,100,CED43,43/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,05906775,-82,06035667,
3665,Ontario,Cedar Point,100,CED44,44/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,04565636,-82,05536342,
3666,Ontario,Cedar Point,100,CED45,45/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,04492146,-82,06175671,
3667,Ontario,Cedar Point,100,CED46,46/46,2300,113,99,5,Siemens,SWT 2.3-113,2015,43,1200936,-82,02013452,
3668,Ontario,East Durham,22,4,EDU1,1/14,1600,100,80,GE,GE 1.6-100,2015,44,18941836,-80,64159534,
3669,Ontario,East Durham,22,4,EDU2,2/14,1600,100,80,GE,GE 1.6-100,2015,44,19339745,-80,65561384,
3670,Ontario,East Durham,22,4,EDU3,3/14,1600,100,80,GE,GE 1.6-100,2015,44,19552603,-80,65329165,
3671,Ontario,East Durham,22,4,EDU4,4/14,1600,100,80,GE,GE 1.6-100,2015,44,19353825,-80,67873489,
3672,Ontario,East Durham,22,4,EDU5,5/14,1600,100,80,GE,GE 1.6-100,2015,44,20193719,-80,67709709,
3673,Ontario,East Durham,22,4,EDU6,6/14,1600,100,80,GE,GE 1.6-100,2015,44,20319995,-80,68439282,
3674,Ontario,East Durham,22,4,EDU7,7/14,1600,100,80,GE,GE 1.6-100,2015,44,20538144,-80,7158136,
3675,Ontario,East Durham,22,4,EDU8,8/14,1600,100,80,GE,GE 1.6-100,2015,44,19880563,-80,71200959,
3676,Ontario,East Durham,22,4,EDU9,9/14,1600,100,80,GE,GE 1.6-100,2015,44,1981848,-80,70681615,
3677,Ontario,East Durham,22,4,EDU10,10/14,1600,100,80,GE,GE 1.6-100,2015,44,19931675,-80,70260406,
3678,Ontario,East Durham,22,4,EDU11,11/14,1600,100,80,GE,GE 1.6-100,2015,44,18310057,-80,71568001,
3679,Ontario,East Durham,22,4,EDU12,12/14,1600,100,80,GE,GE 1.6-100,2015,44,23243879,-80,65408497,
3680,Ontario,East Durham,22,4,EDU13,13/14,1600,100,80,GE,GE 1.6-100,2015,44,23111239,-80,65014035,
3681,Ontario,East Durham,22,4,EDU14,14/14,1600,100,80,GE,GE 1.6-100,2015,44,22968281,-80,66019444,
3682,Ontario,Ernestown,10,ERN1,1/5,2000,82,98,Enercon,E-82/2000,2015,44,23583441,-76,72836504,
3683,Ontario,Ernestown,10,ERN2,2/5,2000,82,98,Enercon,E-82/2000,2015,44,23960205,-76,7209256,
3684,Ontario,Ernestown,10,ERN3,3/5,2000,82,98,Enercon,E-82/2000,2015,44,22720287,-76,71960491,
3685,Ontario,Ernestown,10,ERN4,4/5,2000,82,98,Enercon,E-82/2000,2015,44,21934276,-76,7179551,
3686,Ontario,Ernestown,10,ERN5,5/5,2000,82,98,Enercon,E-82/2000,2015,44,22073158,-76,71457461,
3687,Ontario,Goshen Wind Energy,102,GOS1,1/63,1600,100,80,GE,GE 1.6-100,2015,43,40291937,-81,6110491,
3688,Ontario,Goshen Wind Energy,102,GOS2,2/63,1600,100,80,GE,GE 1.6-100,2015,43,3956347,-81,61113901,
3689,Ontario,Goshen Wind Energy,102,GOS3,3/63,1600,100,80,GE,GE 1.6-100,2015,43,39917701,-81,60452502,
3690,Ontario,Goshen Wind Energy,102,GOS4,4/63,1600,100,80,GE,GE 1.6-100,2015,43,39022529,-81,60924949,
3691,Ontario,Goshen Wind Energy,102,GOS5,5/63,1600,100,80,GE,GE 1.6-100,2015,43,39254213,-81,60137224,
3692,Ontario,Goshen Wind Energy,102,GOS6,6/63,1600,100,80,GE,GE 1.6-100,2015,43,31731802,-81,67260045,
3693,Ontario,Goshen Wind Energy,102,GOS7,7/63,1600,100,80,GE,GE 1.6-100,2015,43,39247145,-81,63306096,
3694,Ontario,Goshen Wind Energy,102,GOS8,8/63,1600,100,80,GE,GE 1.6-100,2015,43,38181414,-81,65373408,
3695,Ontario,Goshen Wind Energy,102,GOS9,9/63,1600,100,80,GE,GE 1.6-100,2015,43,3842761,-81,6348905,
3696,Ontario,Goshen Wind Energy,102,GOS10,10/63,1600,100,80,GE,GE 1.6-100,2015,43,38093086,-81,62681495,
3697,Ontario,Goshen Wind Energy,102,GOS11,11/63,1600,100,80,GE,GE 1.6-100,2015,43,36950836,-81,65605112,
3698,Ontario,Goshen Wind Energy,102,GOS12,12/63,1600,100,80,GE,GE 1.6-100,2015,43,36544282,-81,630932,
3699,Ontario,Goshen Wind Energy,102,GOS13,13/63,1600,100,80,GE,GE 1.6-100,2015,43,35498074,-81,62648918,
3700,Ontario,Goshen Wind Energy,102,GOS14,14/63,1600,100,80,GE,GE 1.6-100,2015,43,35719229,-81,57750151,
3701,Ontario,Goshen Wind Energy,102,GOS15,15/63,1600,100,80,GE,GE 1.6-100,2015,43,34742554,-81,57836612,
3702,Ontario,Goshen Wind Energy,102,GOS16,16/63,1600,100,80,GE,GE 1.6-100,2015,43,34885103,-81,56830644,
3703,Ontario,Goshen Wind Energy,102,GOS17,17/63,1600,100,80,GE,GE 1.6-100,2015,43,34214058,-81,56717862,
3704,Ontario,Goshen Wind Energy,102,GOS18,18/63,1600,100,80,GE,GE 1.6-100,2015,43,33237937,-81,58778058,
3705,Ontario,Goshen Wind Energy,102,GOS19,19/63,1600,100,80,GE,GE 1.6-100,2015,43,32393729,-81,58504245,
3706,Ontario,Goshen Wind Energy,102,GOS20,20/63,1600,100,80,GE,GE 1.6-100,2015,43,31872732,-81,58743376,
3707,Ontario,Goshen Wind Energy,102,GOS21,21/63,1600,100,80,GE,GE 1.6-100,2015,43,32057937,-81,56598979,
3708,Ontario,Goshen Wind Energy,102,GOS22,22/63,1600,100,80,GE,GE 1.6-100,2015,43,31120474,-81,59372003,
3709,Ontario,Goshen Wind Energy,102,GOS23,23/63,1600,100,80,GE,GE 1.6-100,2015,43,31054903,-81,56847474,
3710,Ontario,Goshen Wind Energy,102,GOS24,24/63,1600,100,80,GE,GE 1.6-100,2015,43,30635817,-81,5580416,
3711,Ontario,Goshen Wind Energy,102,GOS25,25/63,1600,100,80,GE,GE 1.6-100,2015,43,29049082,-81,55423339,
3712,Ontario,Goshen Wind Energy,102,GOS26,26/63,1600,100,80,GE,GE 1.6-100,2015,43,28679145,-81,55946437,
3713,Ontario,Goshen Wind Energy,102,GOS27,27/63,1600,100,80,GE,GE 1.6-100,2015,43,27219954,-81,57667497,
3714,Ontario,Goshen Wind Energy,102,GOS28,28/63,1600,100,80,GE,GE 1.6-100,2015,43,29044223,-81,58103911,
3715,Ontario,Goshen Wind Energy,102,GOS29,29/63,1600,100,80,GE,GE 1.6-100,2015,43,28923978,-81,58856716,
3716,Ontario,Goshen Wind Energy,102,GOS30,30/63,1600,100,80,GE,GE 1.6-100,2015,43,28453909,-81,58628436,
3717,Ontario,Goshen Wind Energy,102,GOS31,31/63,1600,100,80,GE,GE 1.6-100,2015,43,28036236,-81,60593805,
3718,Ontario,Goshen Wind Energy,102,GOS32,32/63,1600,100,80,GE,GE 1.6-100,2015,43,27425345,-81,60639281,
3719,Ontario,Goshen Wind Energy,102,GOS33,33/63,1600,100,80,GE,GE 1.6-100,2015,43,26692725,-81,60887017,
3720,Ontario,Goshen Wind Energy,102,GOS34,34/63,1600,100,80,GE,GE 1.6-100,2015,43,2671367,-81,62848283,
3721,Ontario,Goshen Wind Energy,102,GOS35,35/63,1600,100,80,GE,GE 1.6-100,2015,43,27486634,-81,63030201,
3722,Ontario,Goshen Wind Energy,102,GOS36,36/63,1600,100,80,GE,GE 1.6-100,2015,43,26695243,-81,65311424,
3723,Ontario,Goshen Wind Energy,102,GOS37,37/63,1600,100,80,GE,GE 1.6-100,2015,43,27660429,-81,65316975,
3724,Ontario,Goshen Wind Energy,102,GOS38,38/63,1600,100,80,GE,GE 1.6-100,2015,43,26956029,-81,66386336,
3725,Ontario,Goshen Wind Energy,102,GOS39,39/63,1600,100,80,GE,GE 1.6-100,2015,43,27496468,-81,66239632,
3726,Ontario,Goshen Wind Energy,102,GOS40,40/63,1600,100,80,GE,GE 1.6-100,2015,43,28019087,-81,66347386,
3727,Ontario,Goshen Wind Energy,102,GOS41,41/63,1600,100,80,GE,GE 1.6-100,2015,43,26774296,-81,71311624,
3728,Ontario,Goshen Wind Energy,102,GOS42,42/63,1600,100,80,GE,GE 1.6-100,2015,43,26383268,-81,74232563,
3729,Ontario,Goshen Wind Energy,102,GOS43,43/63,1600,100,80,GE,GE 1.6-100,2015,43,25804803,-81,73995361,
3730,Ontario,Goshen Wind Energy,102,GOS44,44/63,1600,100,80,GE,GE 1.6-100,2015,43,24988684,-81,74055002,
3731,Ontario,Goshen Wind Energy,102,GOS45,45/63,1600,100,80,GE,GE 1.6-100,2015,43,24519821,-81,73756713,
3732,Ontario,Goshen Wind Energy,102,GOS46,46/63,1600,100,80,GE,GE 1.6-100,2015,43,23830036,-81,76121729,
3733,Ontario,Goshen Wind Energy,102,GOS47,47/63,1600,100,80,GE,GE 1.6-100,2015,43,24200082,-81,76680764,
3734,Ontario,Goshen Wind Energy,102,GOS48,48/63,1600,100,80,GE,GE 1.6-100,2015,43,24580657,-81,77270197,
3735,Ontario,Goshen Wind Energy,102,GOS49,49/63,1600,100,80,GE,GE 1.6-100,2015,43,24724825,-81,76297864,
3736,Ontario,Goshen Wind Energy,102,GOS50,50/63,1600,100,80,GE,GE 1.6-100,2015,43,2508569,-81,77000375,
3737,Ontario,Goshen Wind Energy,102,GOS51,51/63,1600,100,80,GE,GE 1.6-100,2015,43,25450446,-81,76424346,
3738,Ontario,Goshen Wind Energy,102,GOS52,52/63,1600,100,80,GE,GE 1.6-100,2015,43,26152917,-81,76280244,
3739,Ontario,Goshen Wind Energy,102,GOS53,53/63,1600,100,80,GE,GE 1.6-100,2015,43,26558154,-81,75889178,
3740,Ontario,Goshen Wind Energy,102,GOS54,54/63,1600,100,80,GE,GE 1.6-100,2015,43,29820353,-81,61430455,
3741,Ontario,Goshen Wind Energy,102,GOS55,55/63,1600,100,80,GE,GE 1.6-100,2015,43,2939832,-81,64128686,
3742,Ontario,Goshen Wind Energy,102,GOS56,56/63,1600,100,80,GE,GE 1.6-100,2015,43,29141109,-81,65878436,
3743,Ontario,Goshen Wind Energy,102,GOS57,57/63,1600,100,80,GE,GE 1.6-100,2015,43,2974966,-81,66772727,
3744,Ontario,Goshen Wind Energy,102,GOS58,58/63,1600,100,80,GE,GE 1.6-100,2015,43,30208,-81,6616067,
3745,Ontario,Goshen Wind Energy,102,GOS59,59/63,1600,100,80,GE,GE 1.6-100,2015,43,30632454,-81,66378514,
3746,Ontario,Goshen Wind Energy,102,GOS60,60/63,1600,100,80,GE,GE 1.6-100,2015,43,31207611,-81,64697854,
3747,Ontario,Goshen Wind Energy,102,GOS61,61/63,1600,100,80,GE,GE 1.6-100,2015,43,3174023,-81,64354333,
3748,Ontario,Goshen Wind Energy,102,GOS62,62/63,1600,100,80,GE,GE 1.6-100,2015,43,30749579,-81,67023954,
3749,Ontario,Goshen Wind Energy,102,GOS63,63/63,1600,100,80,GE,GE 1.6-100,2015,43,31249209,-81,67142069,
3750,Ontario,Goulais Wind Farm,25,3,GWF1,1/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,65532614,-84,37912697,
3751,Ontario,Goulais Wind Farm,25,3,GWF2,2/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,6606906,-84,38235744,
3752,Ontario,Goulais Wind Farm,25,3,GWF3,3/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,66278156,-84,37824623,
3753,Ontario,Goulais Wind Farm,25,3,GWF4,4/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,66652983,-84,37625656,
3754,Ontario,Goulais Wind Farm,25,3,GWF5,5/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,66666959,-84,37164679,
3755,Ontario,Goulais Wind Farm,25,3,GWF6,6/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,66780322,-84,36703013,
3756,Ontario,Goulais Wind Farm,25,3,GWF7,7/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,67203662,-84,36669149,
3757,Ontario,Goulais Wind Farm,25,3,GWF8,8/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,67478199,-84,36636953,
3758,Ontario,Goulais Wind Farm,25,3,GWF9,9/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,67769724,-84,36777245,
3759,Ontario,Goulais Wind Farm,25,3,GWF10,10/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,66357274,-84,36132288,
3760,Ontario,Goulais Wind Farm,25,3,GWF11,11/11,2300,113,98,5,Siemens,SWT 2.3-113,2015,46,66328311,-84,35359109,
3761,Ontario,Grand Valley,59,86,GVA10,10/25,2648,113,99,5,Siemens,SWT 3.2-113,2015,44,01272721,-80,42428019,
3762,Ontario,Grand Valley,59,86,GVA11,11/25,2648,113,99,5,Siemens,SWT 3.2-113,2015,44,00804496,-80,42400038,
3763,Ontario,Grand Valley,59,86,GVA12,12/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,44,00568095,-80,39912086,
3764,Ontario,Grand Valley,59,86,GVA13,13/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,44,00136369,-80,39783037,
3765,Ontario,Grand Valley,59,86,GVA14,14/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,43,98114754,-80,34027575,
3766,Ontario,Grand Valley,59,86,GVA15,15/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,43,98340977,-80,32551541,
3767,Ontario,Grand Valley,59,86,GVA16,16/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,43,97884263,-80,32477975,
3768,Ontario,Grand Valley,59,86,GVA17,17/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,43,97997271,-80,31042296,
3769,Ontario,Grand Valley,59,86,GVA18,18/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,43,89108243,-80,3720523,
3770,Ontario,Grand Valley,59,86,GVA19,19/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,43,89535136,-80,37516746,
3771,Ontario,Grand Valley,59,86,GVA20,20/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,43,89504526,-80,36819656,
3772,Ontario,Grand Valley,59,86,GVA21,21/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,43,90619294,-80,36688663,
3773,Ontario,Grand Valley,59,86,GVA22,22/25,2483,113,99,5,Siemens,SWT 3.2-113,2015,43,90809657,-80,35832427,
